regiao;idade;area;sexo;cor.ou.raca;escolaridade;escolaridadepai;escolaridademae;rendachefedefamiliaultimomes;renda.total.de.todos.os.moradores;numero.de.moradores.no.domicilio;no.ultimo.mes.alguma.pessoa.deste.domicilio.recebeu.rendimentos.do.bolsa.familia;religiao;mulheres.que.usam.roupas.que.mostram.o.corpo.merecem.ser.atacadas;as.mulatas.sao.mais.fogosas.do.que.as.mulheres.brancas;da.pra.entender.que.um.homem.que.cresceu.em.uma.familia.violenta.agrida.sua.mulher;os.homens.devem.ser.a.cabeca.do.lar;casos.de.violencia.dentro.de.casa.devem.ser.discutidos.somente.entre.os.membros.;incomoda.ver.dois.homens,.ou.duas.mulheres,.se.beijando.na.boca.em.publico;se.as.mulheres.soubessem.como.se.comportar,.haveria.menos.estupros;homem.que.bate.na.esposa.tem.que.ir.para.a.cadeia;e.violencia.falar.mentiras.sobre.uma.mulher.para.os.outros;toda.mulher.sonha.em.se.casar;o.que.acontece.com.o.casal.em.casa.nao.interessa.aos.outros;quando.ha.violencia,.os.casais.devem.se.separar;casais.de.pessoas.do.mesmo.sexo.devem.ter.os.mesmos.direitos.dos.outros.casais;da.pra.entender.que.um.homem.rasgue.ou.quebre.as.coisas.da.mulher.se.ficou.nervoso;um.homem.pode.xingar.e.gritar.com.sua.propria.mulher;e.da.natureza.do.homem.ser.violento;em.briga.de.marido.e.mulher,.nao.se.mete.a.colher;a.roupa.suja.deve.ser.lavada.em.casa;uma.mulher.so.se.sente.realizada.quando.tem.filhos;a.mulher.casada.deve.satisfazer.o.marido.na.cama,.mesmo.quando.nao.tem.vontade;piada.de.preto.e.so.brincadeira,.nao.e.racismo;um.casal.de.dois.homens.vive.um.amor.tao.bonito.quanto.entre.um.homem.e.uma.mulher;mulher.que.e.agredida.e.continua.com.o.parceiro.gosta.de.apanhar;casamento.de.homem.com.homem.ou.de.mulher.com.mulher.deve.ser.proibido;a.mulher.que.apanha.em.casa.deve.ficar.quieta.para.nao.prejudicar.os.filhos;a.questao.da.violencia.contra.as.mulheres.recebe.mais.importancia.do.que.merece;tem.mulher.que.e.pra.casar,.tem.mulher.que.e.pra.cama
SUDESTE;79;urbano;feminino;branca;quarta serie fundamental incompleta;analfabeto ou sem instrucao;analfabeto ou sem instrucao;1300;;5;2;evangelica;concorda total;discorda total;concorda parcial;discorda parcial;concorda parcial;concorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;neutro;discorda total;concorda total;discorda total;concorda total;concorda total;discorda total;discorda parcial;concorda total
SUDESTE;66;urbano;feminino;branca;quarta serie fundamental completa;nao sabe;nao sabe;1200;1200;9;2;catolica;discorda parcial;ns;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;ns;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;ns;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;ns
SUDESTE;66;urbano;feminino;branca;segunda serie fundamental;primeira serie fundamental;primeira serie fundamental;1000;2000;2;2;catolica;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;discorda parcial;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total
SUDESTE;18;urbano;masculino;branca;medio completo;segunda serie fundamental;segunda serie fundamental;;;4;1;catolica;discorda total;ns;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;discorda parcial;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;neutro;ns;concorda total;concorda parcial;discorda total;concorda parcial;ns
SUDESTE;69;urbano;masculino;branca;quarta serie fundamental completa;terceira serie fundamental;terceira serie fundamental;1600;3900;3;2;catolica;discorda total;concorda total;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;neutro;discorda total;discorda parcial;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total
SUDESTE;56;urbano;feminino;preta;terceira serie fundamental;nao sabe;nao sabe;670;670;5;2;catolica;ns;ns;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;discorda total;concorda total;concorda total;concorda total;ns;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;concorda total;ns;concorda total;concorda total;discorda total;discorda total;concorda total
SUDESTE;60;urbano;masculino;branca;quarta serie fundamental incompleta;segunda serie fundamental;segunda serie fundamental;1600;3000;2;2;catolica;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;concorda total;ns;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total
SUDESTE;49;urbano;feminino;branca;primeira serie medio;medio completo;sexta serie fundamental;1500;1500;3;2;evangelica;discorda total;neutro;concorda parcial;concorda parcial;neutro;concorda total;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;discorda parcial;discorda total;discorda total;discorda parcial;discorda total;discorda parcial;concorda parcial;concorda total;discorda total;discorda total;discorda total;discorda parcial;concorda parcial;discorda parcial;discorda total;discorda total
SUDESTE;49;urbano;feminino;branca;medio completo;quarta serie fundamental incompleta;quarta serie fundamental incompleta;;;3;2;catolica;discorda total;ns;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda parcial;neutro;concorda parcial;concorda parcial;concorda total;neutro;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;concorda total;ns;concorda parcial;concorda total;discorda total;discorda total;neutro
SUDESTE;45;urbano;feminino;parda;fundamental completa;fundamental completa;quinta serie fundamental;1900;1900;4;2;catolica;discorda total;ns;discorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda parcial;concorda parcial;discorda total;concorda parcial;concorda total;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda parcial;neutro;discorda parcial;neutro;discorda parcial;discorda total;discorda total
SUDESTE;56;urbano;feminino;preta;quarta serie fundamental completa;nao sabe;nao sabe;670;670;5;2;evangelica;discorda total;ns;discorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda total;concorda total;concorda total;discorda total;discorda total;ns
SUDESTE;48;urbano;feminino;branca;medio completo;medio completo;medio completo;1800;1800;3;2;catolica;discorda parcial;neutro;discorda total;concorda parcial;concorda parcial;discorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;discorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda parcial;concorda parcial;discorda parcial;discorda total;discorda parcial;discorda total;discorda parcial
SUDESTE;16;urbano;feminino;parda;primeira serie medio;quarta serie fundamental completa;quarta serie fundamental incompleta;2000;2000;6;1;catolica;discorda total;concorda total;discorda total;discorda total;concorda parcial;concorda total;discorda total;concorda total;concorda parcial;discorda parcial;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;discorda total;discorda parcial;concorda parcial;discorda parcial;discorda parcial;concorda parcial;discorda total;discorda total
SUDESTE;18;urbano;feminino;preta;terceira serie medio incompleto;oitava serie fundamental incompleta;quarta serie fundamental completa;1500;1500;5;2;catolica;discorda total;concorda total;discorda total;concorda total;discorda total;discorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;concorda parcial;discorda parcial;discorda total;discorda parcial;discorda total;discorda parcial
SUDESTE;67;urbano;masculino;branca;quarta serie fundamental incompleta;primeira serie fundamental;primeira serie fundamental;1500;5500;4;2;evangelica;discorda total;ns;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;discorda parcial;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total
SUDESTE;42;urbano;feminino;parda;fundamental completa;quinta serie fundamental;oitava serie fundamental incompleta;920;;2;2;espirita;discorda total;discorda total;discorda total;discorda total;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda parcial;discorda parcial
SUDESTE;62;urbano;masculino;parda;quinta serie fundamental;segunda serie fundamental;segunda serie fundamental;700;3000;2;2;catolica;discorda total;concorda total;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;discorda total;concorda parcial;concorda total;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;ns;discorda total;concorda total;discorda total;discorda total;concorda total
NORDESTE;56;urbano;masculino;parda;primeira serie fundamental;analfabeto ou sem instrucao;primeira serie fundamental;678;678;3;2;catolica;discorda parcial;discorda total;concorda total;concorda parcial;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;neutro;concorda parcial;concorda total;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda total;discorda parcial;concorda total;concorda total;concorda total
SUDESTE;38;metropolitano;feminino;branca;terceira serie medio incompleto;nao sabe;nao sabe;1000;1000;4;2;catolica;discorda parcial;discorda total;discorda total;discorda parcial;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda total;discorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda total;discorda parcial;discorda total;discorda total;concorda total
NORDESTE;42;urbano;feminino;parda;fundamental completa;quarta serie fundamental incompleta;analfabeto ou sem instrucao;575;575;1;1;catolica;concorda total;concorda parcial;discorda total;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda parcial;discorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;concorda total;concorda total
SUDESTE;82;metropolitano;masculino;branca;quarta serie fundamental completa;quarta serie fundamental completa;quarta serie fundamental completa;1000;1000;3;2;catolica;concorda parcial;concorda parcial;discorda parcial;discorda parcial;discorda parcial;concorda parcial;concorda parcial;discorda parcial;discorda parcial;discorda parcial;concorda parcial;discorda parcial;concorda parcial;concorda parcial;discorda total;discorda parcial;discorda parcial;discorda parcial;concorda parcial;discorda parcial;discorda total;discorda parcial;concorda parcial;concorda parcial;discorda parcial;discorda parcial;concorda parcial
SUDESTE;60;metropolitano;masculino;branca;fundamental completa;nao sabe;nao sabe;750;1400;3;2;catolica;discorda parcial;neutro;discorda parcial;concorda parcial;discorda parcial;discorda total;discorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;concorda parcial;neutro;discorda total;discorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda parcial;neutro;neutro;concorda parcial;concorda parcial;discorda parcial;discorda total;concorda parcial
NORDESTE;34;urbano;feminino;branca;medio completo;primeira serie fundamental;primeira serie fundamental;678;678;3;2;catolica;discorda total;ns;discorda total;discorda total;concorda parcial;discorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total
NORDESTE;73;urbano;masculino;branca;segunda serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;6678;;3;2;catolica;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;concorda total;concorda total;concorda parcial;concorda total;discorda total;concorda total;concorda parcial;discorda total;discorda total;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;concorda parcial
